,TMDB ID,Title,Release Date,IMDB ID,Rating,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,IMDB Rating,IMDB Votes,Metascore,Rating Dictionary,Type,DVD Release Date,Box Office,Production
501,301528,Toy Story 4,2019-06-21,tt1979376,G,100 min,"Animation, Adventure, Comedy, Family, Fantasy",Josh Cooley,"John Lasseter (original story by), Andrew Stanton (original story by), Josh Cooley (original story by), Valerie LaPointe (original story by), Rashida Jones (original story by), Will McCormack (original story by), Martin Hynes (original story by), Stephany Folsom (original story by), Andrew Stanton (screenplay by), Stephany Folsom (screenplay by), Josh Cooley (additional screenplay material by)","Tom Hanks, Tim Allen, Annie Potts, Tony Hale","When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",English,USA,Nominated for 1 Golden Globe. Another 24 wins & 50 nominations.,https://m.media-amazon.com/images/M/MV5BMTYzMDM4NzkxOV5BMl5BanBnXkFtZTgwNzM1Mzg2NzM@._V1_SX300.jpg,7.9,"143,951",,,movie,01 Oct 2019,N/A,Disney/Pixar
502,484641,Anna,2019-06-21,tt7456310,R,119 min,"Action, Thriller",Luc Besson,Luc Besson (screenplay),"Sasha Luss, Helen Mirren, Luke Evans, Cillian Murphy",Beneath Anna Poliatova's (Sasha Luss') striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,"English, Russian, French",France,1 nomination.,https://m.media-amazon.com/images/M/MV5BYmQ3NmU1YzQtMmIzYy00ZDlmLWI5ZWQtZjZhNzY0ZGFkZTRkXkEyXkFqcGdeQXVyNDU1MTY3OTg@._V1_SX300.jpg,6.6,"36,498",,,movie,10 Sep 2019,N/A,Summit Entertainment
503,581311,The Colour of Your Lips,2019-06-19,tt8183396,N/A,18 min,Short,Annick Blanc,Annick Blanc,"Alexis Lefebvre, Katia Lévesque","In an atmosphere grown suddenly impossible to breathe, a diver and a woman appear to be the only survivors. As their reserves of air run out, will they make love or war?",N/A,Canada,N/A,N/A,6.7,6,,,movie,N/A,N/A,N/A
504,533642,Child's Play,2019-06-21,tt0094862,R,87 min,"Horror, Thriller",Tom Holland,"Don Mancini (story), Don Mancini (screenplay), John Lafia (screenplay), Tom Holland (screenplay)","Catherine Hicks, Chris Sarandon, Alex Vincent, Brad Dourif","A single mother gives her son a much sought-after doll for his birthday, only to discover that it is possessed by the soul of a serial killer.",English,USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BZGU1MjNiYWYtNGQ5MS00MTgzLTlkYjItZDhhNTdlMTkxZGVlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,6.6,"81,951",,,movie,14 Aug 2001,N/A,United Artists
505,652897,Sousaphone,2019-06-19,tt9732658,N/A,13 min,"Short, Comedy, Drama",Flo Linus Baumann,Flo Linus Baumann,"Donavon Dietz, Joel Marsh Garland, William Stephenson, Kelley Karel",A retiree's instrument inexplicably goes mute in the days leading up to a long-awaited performance.,English,"USA, Switzerland",N/A,https://m.media-amazon.com/images/M/MV5BYjU1MjkyMTctYWVhMC00MzljLTgwNTAtODhjMTdiZGIyNWM3XkEyXkFqcGdeQXVyMjQ1MDkxNzY@._V1_SX300.jpg,6.4,5,,,movie,N/A,N/A,N/A
507,632332,Nighty Night,2019-06-19,tt0395404,N/A,30 min,"Comedy, Crime, Thriller",N/A,N/A,"Julia Davis, Angus Deayton, Rebecca Front, Ruth Jones","While telling her husband he's dying, Jill sets her sights on the next door neighbour, Don. And torments his wife, who suffers from MS.",English,UK,4 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BYzMyYzEwNWEtMWViYi00YzM3LWE2MDktNTAxZDBkNDhlZGI4XkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg,8.1,"2,096",,,series,,,
508,629501,Blowing Up Right Now,2019-06-19,tt8791968,N/A,82 min,"Adventure, Comedy, Romance",Tom Morris,"Chris Lee Hill, Jaz Kalkat (story by), Tom Morris (story by)","Danny Jolles, Sujata Day, Maria Blasucci, Sheldon Coolman",A millennial couple in a long-term relationship break up amid a nuclear missile crisis in LA.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTU2NGNjNTEtZmFjOS00YjRjLTgxMTktZWNjOWMwMDM0ZTA0XkEyXkFqcGdeQXVyMzA4NDY5Mjg@._V1_SX300.jpg,8.8,6,,,movie,N/A,N/A,N/A
510,657127,Don't Let the Night End,2019-06-18,tt5663804,N/A,70 min,"Comedy, Drama, Romance",Galia Barkol,Galia Barkol,"Galia Barkol, Nate Washburn, Lucas Rainey, Dan Toren","After an injury upends her ambitious career as a dancer, Mia escapes her life in Tel Aviv for a temporary stay in Brooklyn. Looking for meaning and a new lease on life, she accepts a ...","English, Hebrew","USA, Israel",N/A,https://m.media-amazon.com/images/M/MV5BNTFlZDBjYzYtMmE4MC00ODUzLWIyNzktZDIwZmYxYzViNmYxXkEyXkFqcGdeQXVyNTA3NDMzNjM@._V1_SX300.jpg,5.6,34,,,movie,N/A,N/A,N/A
511,557411,Emanuel,2019-06-17,tt5948944,Not Rated,80 min,Documentary,Brian Ivie,Brian Ivie,"George Howard Adams, Nadine Collier, Brien Gregorie, Kyle Leatherberry","On June 17th, 2015, a white supremacist walked into a bible study and murdered nine African Americans. This is the story of the victims and survivors of that night.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMDhhMjU1ODgtY2FkNS00MDI4LWExNjktZDUzNDM5MzBlZmU0XkEyXkFqcGdeQXVyNTI2MjQxMTg@._V1_SX300.jpg,7.9,64,,,movie,15 Oct 2019,N/A,Arbella Studios
512,623998,70,2019-06-16,tt0482880,N/A,5 min,Short,Robert Breer,N/A,N/A,An experimental short film from Robert Breer created using spray paint and stencils.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNGFjMjllYzktM2Q3Yi00NzA1LTlmZjUtZmJlYjEzYWVlM2Y3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjkxODI3MTY@._V1_SX300.jpg,4.7,130,,,movie,N/A,N/A,N/A
515,502149,Being Frank,2019-06-14,tt6547044,R,109 min,Comedy,Miranda Bailey,Glen Lakin,"Danielle Campbell, Michelle Hurd, Samantha Mathis, Anna Gunn",A normal father's family life is turned upside down when his son discovers his dad has another family.,English,USA,3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMDFjNTVmZTctYmUwYi00N2VkLTg3ZDQtMTc2MGNjOTQ2OWY1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,5.9,738,,,movie,10 Sep 2019,N/A,The Film Arcade
516,339976,American Woman,2019-06-14,tt4465572,R,111 min,"Drama, Mystery",Jake Scott,Brad Ingelsby,"Sky Ferreira, Kentucker Audley, Christina Hendricks, Alexander Joseph Wildes",A woman raises her young grandson after her daughter goes missing.,English,"UK, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BZTFiNGRiNTItYWZlMy00NjRkLTkyOGYtMDhkZTUxNTU0NmY5XkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,6.7,"1,909",,,movie,N/A,N/A,N/A
517,486131,Shaft,2019-06-14,tt0162650,R,99 min,"Action, Crime, Thriller",John Singleton,"Ernest Tidyman (novel), John Singleton (story), Shane Salerno (story), Richard Price (screenplay), John Singleton (screenplay), Shane Salerno (screenplay)","Samuel L. Jackson, Vanessa Williams, Jeffrey Wright, Christian Bale",New York City police detective John Shaft (nephew of the original 1970s detective) goes on a personal mission to make sure the son of a real estate tycoon is brought to justice after a racially-motivated murder.,"English, German, Spanish","Germany, USA",1 win & 13 nominations.,https://m.media-amazon.com/images/M/MV5BYmJhNWMyOTUtZjgwZS00YzdjLTk1MmMtODJlOTExMDQ3MDU5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,5.9,"70,803",,,movie,12 Dec 2000,"$70,334,258",Paramount Pictures
518,525657,Daughter of the Wolf,2019-06-14,tt7615052,R,88 min,"Action, Thriller",David Hackl,"Nika Agiashvili, Nika Agiashvili","Gina Carano, Richard Dreyfuss, Brendan Fehr, Sydelle Noel",A military veteran hunts the men who kidnapped her son.,English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BMjUzM2EzYWQtMDM4NS00NDY1LWJlNjEtYjMwMTllNGY5YTg1XkEyXkFqcGdeQXVyMTMyOTcyNA@@._V1_SX300.jpg,5.6,"3,936",,,movie,14 Jun 2019,N/A,Vertical Entertainment
519,532838,Deep Murder,2019-06-14,tt6975598,Not Rated,95 min,"Comedy, Horror",Nick Corirossi,"Quinn Beswick, Josh Margolin, Benjamin Smolen, Nikolai Von Keller","Jessica Parker Kennedy, Katie Aselton, Jerry O'Connell, Christopher McDonald",This raunchy horror comedy delves deep into the story of a deranged killer as he slashes his way across a soft core porno. Who will last the longest as the stiffs pile up and the killer plows through his victims?,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNWQwZGU5NTUtZjBmYy00MjMxLTljNjAtODQwN2ViMzE3ZWJjXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg,3.8,365,,,movie,14 Jun 2019,N/A,Screen Media Films
520,607776,Clinton Road,2019-06-14,tt1604560,N/A,77 min,Horror,"Richard Grieco, Steve Stanulis","Noel Ashman (revisions by), Derek Ross Mackay (screenplay), Steve Stanulis (story)","Ace Young, Erin O'Brien, Cody Calafiore, Katie Morrison",A widowed firefighter seeks closure after his wife goes missing on an actual haunted road in rural New Jersey but must unlock the road's secret if he wants to get out alive.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTg2NGZhMzYtNmM4MC00N2Q2LWJkZDMtMjMxMDM3ZmRkNjVhXkEyXkFqcGdeQXVyOTE1MDc0Ng@@._V1_SX300.jpg,5.3,319,,,movie,N/A,N/A,Nocturnal Features
521,479455,Men in Black: International,2019-06-14,tt2283336,PG-13,114 min,"Action, Adventure, Comedy, Sci-Fi",F. Gary Gray,"Matt Holloway, Art Marcum, Lowell Cunningham (based on the Malibu comic by)","Chris Hemsworth, Tessa Thompson, Kumail Nanjiani, Rebecca Ferguson","The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest threat to date: a mole in the Men in Black organization.","English, French, Chinese","China, USA",7 nominations.,https://m.media-amazon.com/images/M/MV5BMDZkODI2ZGItYTY5Yi00MTA4LWExY2ItM2ZmNjczYjM0NDg1XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,5.6,"81,735",,,movie,20 Aug 2019,N/A,Columbia Pictures
522,574638,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019-06-11,tt9577852,TV-MA,142 min,"Documentary, Biography, History, Music",Martin Scorsese,N/A,"Bob Dylan, Allen Ginsberg, Patti Smith, Martin von Haselberg","In an alchemic mix of fact and fantasy, Martin Scorsese looks back at Bob Dylan's 1975 Rolling Thunder Revue tour and a country ripe for reinvention.",English,USA,2 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BZjNlODJmY2QtYWI3MS00NmY3LTg0NmItMjAyOTBiOWMyNGFiXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg,7.7,"3,940",,,movie,12 Jun 2019,N/A,Netflix
523,627080,Diamondz,2019-06-11,tt0417503,PG,59 min,"Musical, Animation, Fantasy","David Mucci Fassett, Nick Rijgersberg","Carter Bryant (characters), Janna King, Jen Klein","Olivia Hack, Soleil Moon Frye, Tia Mowry-Hardrict, Dionne Quan","The exciting and glamorous lives of Cloe, Jade, Sasha, and Yasmin; the teenage girls with a ""passion for fashion""! Based on the best-selling dolls.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTk0NzU5ODk2OF5BMl5BanBnXkFtZTcwMTA5NTUzMQ@@._V1_SX300.jpg,1.6,"3,010",,,movie,11 Apr 2006,N/A,N/A
525,558197,Burying Yasmeen,2019-06-10,tt5488870,N/A,73 min,Comedy,Phillip Clark Davis,"Phillip Clark Davis, Mike Langer, Jason Lott","Elaine Hendrix, Elena Tovar, Niki Koss, Jaime Gallagher",One man's odyssey to put a ring on his dead ex-wife.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjE1Njg4ZDEtODgzMC00ZDRmLTkzOTMtMWVhODY3YWY0MDRhXkEyXkFqcGdeQXVyNTEzNzg3OQ@@._V1_SX300.jpg,4.9,74,,,movie,N/A,N/A,N/A
526,643524,Chubby,2019-06-09,tt3970310,N/A,84 min,Comedy,Bruno Deville,"Bruno Deville (screenplay), Antoine Jaccoud (screenplay), Léo Maillard (collaboration), Stéphane Malandrin (collaboration)","David Thielemans, Swann Arlaud, Julie Ferrier, François Hadji-Lazaro","Fluffy is the nickname of Kevin, a 12 years old kid who already weighs 100 kilos (220.46 lb). If he keeps devouring fries, pastries and ice cream everyday, he's gonna have a heart attack ...",French,"Belgium, Switzerland",1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNjU0Y2UyZmYtNTNkMC00NzJhLTgwOTYtNDViZjU2ZmNmYzZjXkEyXkFqcGdeQXVyMjcyNjk5Mg@@._V1_SX300.jpg,5.3,128,,,movie,N/A,N/A,N/A
527,614564,Wish Man,2019-06-07,tt3246874,Not Rated,107 min,Biography,Theo Davies,Theo Davies,"Andrew Steel, Kirby Bliss Blanton, Tom Sizemore, Danny Trejo",One boy's wish changed a man. One man's wish changed the world.,English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BYzAxNzgwYmYtYjg2YS00OGY5LTg5OGYtMzA3M2E0ZDI0YTU3XkEyXkFqcGdeQXVyMTMwNTgzODM@._V1_SX300.jpg,7.1,"1,078",,,movie,N/A,N/A,myCinema
528,522039,The Last Black Man in San Francisco,2019-06-07,tt4353250,R,121 min,Drama,Joe Talbot,"Joe Talbot (story by), Jimmie Fails (story by), Joe Talbot, Rob Richert","Jimmie Fails, Jonathan Majors, Rob Morgan, Tichina Arnold",A young man searches for home in the changing city that seems to have left him behind.,English,USA,10 wins & 37 nominations.,https://m.media-amazon.com/images/M/MV5BNTQ5OTUwYjQtYmM5Ni00YTY5LWFiOWEtYTg1MTg2Y2NmY2JhXkEyXkFqcGdeQXVyMTAzNjk5MDI4._V1_SX300.jpg,7.4,"7,367",,,movie,13 Aug 2019,N/A,A24
529,459236,The Lavender Scare,2019-06-07,tt2891456,N/A,77 min,Documentary,Josh Howard,David K. Johnson (book),"Glenn Close, David Hyde Pierce, Cynthia Nixon, Zachary Quinto","With the United States gripped in the panic of the Cold War, President Dwight D. Eisenhower deems homosexuals to be ""security risks"" and orders the immediate firing of any government ...",English,USA,6 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BOGE4N2RmNjItZGY2My00NmNkLWFlYjMtNjRkZWFkZDRkZDBlXkEyXkFqcGdeQXVyNDQ0ODEwNTk@._V1_SX300.jpg,7.8,68,,,movie,N/A,N/A,N/A
530,590978,Liam Gallagher: As It Was,2019-09-13,tt10215424,N/A,85 min,"Documentary, Music","Gavin Fitzgerald, Charlie Lightening",N/A,"Liam Gallagher, David Adcock, Paul Arthurs, Gene Gallagher","Rockumentary following British singer, Liam Gallagher, as he attempts to make a solo comeback.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMDQ0NGIxNTQtNDA3Ni00MWYxLWJhN2ItNTU4ZWZkMzQ2ODMyXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg,7.0,828,,,movie,08 Oct 2019,N/A,N/A
531,544003,Framing John DeLorean,2019-06-07,tt6256978,Unrated,109 min,"Documentary, Biography, Drama","Don Argott, Sheena M. Joyce","Dan Greeney, Alexandra Orton","Alec Baldwin, Morena Baccarin, Josh Charles, Dean Winters","Who was the real John DeLorean? To some, he was a renegade visionary who revolutionized the automobile industry. To others, he was the ultimate con man.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTAyODY3NzcxNjdeQTJeQWpwZ15BbWU4MDg2MzU1Njcz._V1_SX300.jpg,6.4,753,,,movie,07 Jun 2019,N/A,IFC Films
532,575381,Changeland,2019-06-07,tt6612946,R,86 min,"Comedy, Drama",Seth Green,Seth Green,"Macaulay Culkin, Seth Green, Brenda Song, Rachel Bloom","While visiting Thailand, two estranged friends realize there's no rule book for finding purpose and meaning in life.","English, Thai",USA,N/A,https://m.media-amazon.com/images/M/MV5BZTU0MjZhYmQtYjEzZS00NGI1LThjZTUtYjU2Y2Q4ZTQyOGM5XkEyXkFqcGdeQXVyNDA4MDY4OA@@._V1_SX300.jpg,5.5,833,,,movie,07 Jun 2019,N/A,Gravitas Ventures
533,537792,Papi Chulo,2019-06-07,tt8228538,R,98 min,"Comedy, Drama",John Butler,John Butler,"Matt Bomer, Alejandro Patiño, Elena Campbell-Martinez, Wendi McLendon-Covey",A lonely TV weatherman strikes up an unusual friendship with a middle-aged Latino migrant worker.,English,"Ireland, UK",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNDAxOGVjYzctNDM1Yy00MGVjLThjMDEtYjEwZWQ1YjZmNzNhXkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_SX300.jpg,6.3,691,,,movie,N/A,N/A,Blue Fox Entertainment
535,600836,Project Ithaca,2019-06-07,tt6490930,R,85 min,"Sci-Fi, Thriller",Nicholas Humphries,"Anthony Artibello, Kevin C. Bjerkness","James Gallanders, Deragh Campbell, Daniel Fathers, Caroline Raynaud","A group of strangers awaken aboard an alien spacecraft. Divided they will die. Together, they can find a way home.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BMzMxOTc5NzUtYzEwMy00ZjZlLWExYTQtMjkyZjdkMzFjZjI0XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg,3.9,653,,,movie,07 Jun 2019,N/A,Saban Films
536,608108,Hallowed Ground,2019-06-07,tt0914372,N/A,83 min,"Horror, Thriller",David Benullo,David Benullo,"Jaimie Alexander, Brian McNamara, Ethan Phillips, Chloë Grace Moretz","When her car breaks down in a small town, Liz Chambers (Jaimie Alexander) meets journalist Sarah Austin (Hudson Leick), who tells her about the town's bloodthirsty past. A hundred years ago...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTA4NjE1MjcwNTZeQTJeQWpwZ15BbWU3MDE0NjEyMzI@._V1_SX300.jpg,4.5,"1,323",,,movie,09 Oct 2007,N/A,Grodfilm
537,593127,Loopers: The Caddie's Long Walk,2019-06-07,tt6087434,PG,80 min,"Documentary, Sport",Jason Baffa,Carl Cramer,"Ben Crenshaw, Nick Faldo, Bill Murray, Curtis Strange",Filmmaker Jason Baffa examines the personal bonds and dynamic relationships that form between golfers and caddies.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOWQ0NTY3MjQtNjVjZi00YjU4LTgxYjItODlhYzJiODM5ODE1XkEyXkFqcGdeQXVyMTQ5MDQ5NA@@._V1_SX300.jpg,7.7,46,,,movie,N/A,N/A,N/A
538,618008,Family Obligations,2019-06-06,tt10009434,N/A,81 min,"Comedy, Drama",Kenneth R. Frank,Kenneth R. Frank,"Angelica Adams, Eleanor Brandle-Frank, Peppa Brandle-Frank, Grace Chan",One man learns to die. Another man learns to live.,English,USA,6 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTFmYzI0YmUtOGUwNy00MDc4LThjMzUtNjE2MzI4NjUwMjg2XkEyXkFqcGdeQXVyMTUzNDUxNTk@._V1_SX300.jpg,4.7,218,,,movie,N/A,N/A,N/A
540,320288,Dark Phoenix,2019-06-07,tt6565702,PG-13,113 min,"Action, Adventure, Sci-Fi",Simon Kinberg,"Simon Kinberg, Stan Lee (comic book created by), Jack Kirby (comic book created by), Chris Claremont (story ""The Dark Phoenix Saga""), John Byrne (story ""The Dark Phoenix Saga""), Dave Cockrum (story ""The Dark Phoenix Saga"")","James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult","Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.","English, French","USA, Canada",9 nominations.,https://m.media-amazon.com/images/M/MV5BMmZmYTgwZGItNDIxMS00MmRkLWEzODQtYTllNzM0ZWE1NmQ5XkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_SX300.jpg,5.8,"118,859",,,movie,03 Sep 2019,N/A,20th Century Fox
541,665147,Behind the Headlines,2019-06-05,tt0028618,PASSED,58 min,"Action, Adventure, Crime",Richard Rosson,"Edmund L. Hartmann (screenplay), J. Robert Bren (screenplay), Thomas Ahearn (story)","Lee Tracy, Diana Gibson, Phillip Huston, Paul Guilfoyle","Eddie Haines is a radio reporter with Station KBC. He is always getting the scoop, which infuriates those at the New York Star, which happens to employ his ex-girlfriend Mary Bradley. But ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMDI2NTczNDEtOWMzMy00YWNiLWJjOTEtNGQ3NjgwNTg3ZDVjXkEyXkFqcGdeQXVyNTY4NjI2OTA@._V1_SX300.jpg,5.9,119,,,movie,N/A,N/A,N/A
542,561325,Pavarotti,2019-06-04,tt6964076,PG-13,114 min,"Documentary, Biography, Music",Ron Howard,"Cassidy Hartmann (consulting writer), Mark Monroe","Andrea Griminelli, Nicoletta Mantovani, Bono, Angela Gheorghiu","A look at the life and work of opera legend, Luciano Pavarotti.","English, Italian, Spanish, French, Russian","UK, USA",5 nominations.,https://m.media-amazon.com/images/M/MV5BMTgyMjk3MzE1MV5BMl5BanBnXkFtZTgwMzk2OTQ4NzM@._V1_SX300.jpg,7.5,"1,630",,,movie,24 Sep 2019,N/A,CBS Films
543,636853,Broken Orchestra,2019-06-04,tt10440462,N/A,12 min,"Documentary, Short","Charlie Tyrell, Charlie Tyrell","Josef Beeby, Charlie Tyrell, Charlie Tyrell","Dan Blacksberg, Robert Blackson, Colin Chen, Joseph Conyers",A documentary short about the Symphony for a Broken Orchestra where over 1500 left-for-dead instruments were repaired and returned to Philadelphia public schools.,English,"Canada, USA",N/A,N/A,N/A,N/A,,,movie,N/A,N/A,N/A
544,621829,Dog in the Woods,2019-06-04,tt8745984,N/A,5 min,Short,"Christian Chapman, Paul Jason Hoffman","Christian Chapman, Paul Jason Hoffman",Alice Chapman,A downtrodden house dog chases the psychedelic temptations of the natural world.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYWMyMmNiMjUtMzU3OC00MDdkLTg1ZTMtMWZjNWE5NzFiZTM2XkEyXkFqcGdeQXVyMjMxODYwNzY@._V1_SX300.jpg,N/A,N/A,,,movie,N/A,N/A,N/A
545,508033,Use Me,2019-06-02,tt6032090,N/A,91 min,Thriller,Julian Shaw,Julian Shaw,"Ceara Lynch, Julian Shaw, Jazlyn Yoder, Sarah Armanious",An ambitious documentary filmmaker discovers the darkest parts of himself when he turns his camera on a beautiful woman who humiliates men for money.,English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BNDgwNzBkMjQtMTRkMC00NmZkLTk1ODctMDEzMDIwNGZjYzcyXkEyXkFqcGdeQXVyMTI5MzY5MzA@._V1_SX300.jpg,4.0,258,,,movie,19 Jul 2018,N/A,Shudder
547,665110,Race Against Time,2019-06-01,tt0215785,TV-14,90 min,"Action, Crime, Drama, Thriller",Geoff Murphy,"Cary Solomon, Chuck Konzelman","Eric Roberts, Cary Elwes, Sarah Wynter, Chris Sarandon","When a man faces surmounting bills for his dying son's hospital stay, he enters into an agreement to sell his body for organ transplants to pay the bills. However, when he is advised that ...",English,"Canada, USA",Nominated for 1 Primetime Emmy. Another 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTIyNTk1NjMxMF5BMl5BanBnXkFtZTcwNDk3NjYxMQ@@._V1_SX300.jpg,5.2,501,,,movie,26 Dec 2000,N/A,Warner Home Video
548,631617,Mister Academy,2019-06-01,tt6868606,N/A,99 min,Comedy,Dean Ferreira,"Dean Ferreira (screenplay), Dean Ferreira (story)","Aaron Nicholas Brakefield, Lauren Paige Wilson, Merritt Vann, Benjamin Augusta","Jack, an almost famous musician, who loses his band, his wife, and his job, enrolls in a school for men to learn how to get his wife back.",N/A,USA,N/A,https://m.media-amazon.com/images/M/MV5BZjhlNTZlNzgtM2EzNS00MTg0LTk5YjQtN2ZhOTc4MDQxYTEwXkEyXkFqcGdeQXVyODAxNDAxNDg@._V1_SX300.jpg,2.3,15,,,movie,N/A,N/A,N/A
